Code
005930
000660
373220
005380
207940
012450
402340
034020
000270
105560
329180
068270
032830
055550
028260
042660
012330
006800
006400
035420
009150
267260
010130
086790
005490
015760
009540
042700
316140
298040
034730
272210
010120
010140
051910
035720
000810
267250
138040
064350
011200
096770
033780
003670
066570
024110
000150
017670
047810
000720
086280
030200
079550
352820
003550
278470
047050
259960
010950
018260
323410
005830
071050
039490
005940
307950
003230
003490
016360
443060
000880
090430
006260
000100
326030
180640
007660
028050
011070
161390
032640
377300
128940
047040
009830
029780
078930
066970
052690
175330
138930
001040
241560
034220
064400
454910
021240
271560
001440
036570
450080
004020
022100
002380
062040
251270
088350
018880
051900
082740
035250
010060
111770
011790
011170
302440
097950
012750
017800
036460
011780
023530
009970
004170
009420
014680
004990
026960
457190
001450
139130
139480
028670
375500
005850
008930
112610
051600
103140
282330
000120
383220
071970
001430
204320
000240
004370
007340
192820
030000
081660
006360
002790
011210
017960
120110
069620
007070
161890
069960
361610
008770
073240
006040
006280
298020
034230
001800
007310
003090
000210
004000
185750
003240
300720
000080
005300
192080
280360
000670
298050
009240
137310
285130
006650
071320
004490
003030
093370
069260
014820
114090
001680
002840
005250
268280
002030
008730
005420
